,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,most_voted_class,delta_purch_delivered,delta_est_delivered,delta_approve_purch,delta_review_date,delta_answer_date
1863,0,99.0,24.19,1,1,437,6,33,36,450,1,5,2,11,24,0,0,19
1864,0,56.99,16.16,1,1,82,9,12,50,504,1,5,2,13,26,0,0,3
1866,0,78.0,28.95,1,1,17,25,33,58,769,6,5,2,30,30,0,-1,4
1867,0,72.0,16.75,1,1,82,9,59,55,843,1,5,2,9,31,0,0,1
1868,0,99.9,17.95,1,1,220,16,12,58,188,1,5,2,8,34,1,0,1
1869,0,48.9,16.11,1,1,302,24,20,55,781,2,1,0,31,19,0,-10,-8
1870,0,159.0,27.87,1,1,524,21,45,37,267,1,5,2,14,22,0,0,1
1872,0,59.9,17.67,1,1,236,17,7,60,651,5,5,2,16,21,0,0,1
1873,0,156.0,18.97,1,1,640,17,54,55,640,1,5,2,7,41,0,0,1
1874,0,16.9,12.79,1,1,88,24,26,42,1415,1,3,2,6,15,0,0,3
1876,0,181.42,17.03,1,1,622,21,52,56,1224,3,1,0,50,33,0,-16,-15
1878,0,999.9,21.75,1,1,721,17,53,58,414,5,1,0,45,27,1,-13,-7
1879,0,89.9,16.88,1,1,640,17,11,59,249,2,5,2,15,19,0,6,7
1883,0,159.94,25.63,1,1,162,24,46,33,1205,1,3,2,13,16,2,0,2
1884,0,27.53,17.6,1,1,163,9,59,16,202,1,1,0,13,33,0,2,3
1886,0,19.9,7.78,1,1,752,24,42,58,869,6,5,2,1,9,0,0,1
1887,0,149.9,15.8,1,1,820,9,54,51,638,1,2,0,22,23,0,-1,0
1888,0,31.98,42.95,2,4,179,21,45,42,378,2,3,0,13,25,0,0,4
1889,0,89.0,17.9,1,1,264,4,54,60,718,5,4,2,13,21,1,0,1
1890,0,71.98,23.46,2,1,752,24,12,36,495,3,5,2,2,17,0,0,1
1891,0,699.0,63.33,1,1,745,8,23,52,1382,2,5,2,19,23,1,0,27
1892,0,148.9,43.45,1,1,228,3,12,60,744,2,4,2,16,32,0,0,3
1893,0,69.0,16.24,1,1,57,5,59,36,179,6,4,1,6,20,0,0,1
1894,0,179.8,71.9,2,1,31,23,41,25,533,4,1,1,41,30,3,-8,-7
1895,0,149.0,16.67,1,1,752,24,54,33,556,3,5,2,12,24,0,0,1
1897,0,89.9,17.2,1,1,640,17,8,30,2262,1,1,0,50,21,0,-26,-24
1898,0,69.99,18.73,1,1,217,11,20,44,495,1,5,2,17,27,0,0,2
1899,0,998.0,50.57,1,1,28,24,25,54,1736,4,4,2,14,28,0,0,1
1900,0,45.95,15.1,1,1,419,9,12,39,161,2,5,2,15,24,0,-1,1
1901,0,85.0,16.98,1,2,122,6,12,58,150,1,1,1,18,20,1,0,0
1902,0,79.9,12.69,1,1,752,24,10,37,540,3,5,2,16,22,1,0,1
1903,0,89.0,34.42,1,1,617,24,27,56,1666,7,5,2,5,32,0,0,1
1904,0,139.9,18.23,1,1,201,9,12,55,167,1,2,1,6,24,0,0,3
1906,0,108.99,14.51,1,1,82,9,11,29,535,1,5,2,8,16,1,0,9
1907,0,99.9,17.95,1,1,280,7,12,55,273,1,4,2,28,26,0,0,4
1909,0,32.9,14.1,1,1,752,24,7,29,261,3,5,2,11,23,0,0,4
1910,0,24.9,14.1,1,1,640,17,26,30,221,4,5,2,6,28,0,0,1
1911,0,31.9,14.1,1,1,752,24,36,34,1078,2,1,0,49,23,3,-23,-23
1912,0,23.9,14.52,1,1,135,9,52,52,177,4,1,1,9,22,0,0,5
1914,0,128.56,29.3,1,1,22,12,26,59,3723,1,5,2,23,37,0,0,1
1916,0,107.0,58.54,1,1,437,6,7,35,69,1,4,2,19,47,2,-1,4
1917,0,252.43,18.21,1,1,852,17,45,57,499,3,5,2,20,36,0,0,1
1918,0,39.9,15.11,1,1,512,17,59,57,80,2,5,2,16,20,0,0,3
1919,0,109.9,12.27,1,1,752,24,54,33,1076,3,5,2,2,20,0,0,3
1920,0,95.0,17.92,1,1,640,17,10,43,1651,1,1,0,40,26,0,-13,-9
1922,0,30.8,17.92,1,1,40,24,10,44,537,1,5,2,16,31,3,0,1
1923,0,299.9,19.98,1,1,760,9,54,50,567,2,1,0,25,21,0,-3,-2
1924,0,99.99,16.95,1,1,155,21,20,56,1024,1,1,0,31,28,0,-1,-1
1925,0,599.6,69.96,4,1,613,9,36,58,421,1,1,0,39,26,0,-11,-8
1926,0,89.9,21.03,1,1,531,14,45,56,701,5,5,2,9,24,1,7,8
1927,0,189.9,32.08,1,1,752,24,45,59,87,2,5,2,11,23,0,0,3
1929,0,89.9,17.88,1,1,220,16,13,56,187,1,4,2,17,22,0,0,5
1930,0,59.8,16.86,1,1,288,6,32,39,1782,2,5,2,11,29,0,0,3
1931,0,56.97,12.74,1,1,103,24,1,52,919,1,4,2,3,23,0,0,1
1932,0,67.9,15.24,1,1,220,16,11,41,90,2,5,2,11,28,0,0,1
1933,0,157.98,67.82,2,1,588,9,46,58,1135,1,3,0,28,28,0,0,6
1934,0,18.9,16.79,1,1,661,17,24,42,101,1,5,2,21,29,0,0,1
1935,0,259.9,13.32,1,1,56,24,54,52,549,2,5,2,7,25,0,0,1
1937,0,119.99,18.09,1,1,830,24,26,42,660,1,5,2,13,24,0,0,3
1939,0,55.0,8.88,1,1,752,24,33,52,368,2,5,2,6,12,0,0,1
1940,0,36.9,16.79,1,1,450,3,52,56,1132,2,5,2,7,34,0,0,1
1941,0,45.95,11.85,1,1,240,24,12,39,161,2,5,2,9,22,0,0,1
1942,0,41.3,15.1,1,1,380,16,27,52,1519,2,5,2,6,32,0,0,1
1944,0,59.9,19.66,1,1,202,9,26,41,423,4,5,2,14,29,1,0,1
1945,0,114.9,20.04,1,1,444,7,39,41,632,1,5,2,13,29,0,0,1
1946,0,220.0,17.98,1,1,737,11,12,62,313,1,5,2,13,33,0,0,2
1947,0,269.0,16.64,1,1,729,17,54,42,721,2,5,2,7,22,0,0,5
1948,0,69.9,11.73,1,1,752,24,59,42,661,2,5,2,10,12,0,0,1
1949,0,247.6,70.72,4,1,186,22,59,37,462,1,1,0,35,27,0,-6,-3
1950,0,34.0,8.27,1,1,509,18,39,60,606,1,5,2,6,23,0,0,3
1951,0,25.98,35.2,2,1,277,22,45,49,868,2,1,0,7,27,0,0,1
1952,0,194.9,27.68,1,1,152,9,26,54,3708,1,2,1,24,26,0,0,1
1954,0,79.0,28.95,1,1,264,4,50,52,211,2,4,1,33,34,0,0,3
1955,0,23.99,15.1,1,1,16,9,10,48,575,1,5,2,6,30,1,0,2
1956,0,129.0,21.39,1,1,57,5,54,33,1076,3,5,2,10,31,0,0,2
1958,0,22.68,15.1,1,1,854,24,39,25,965,1,5,2,20,21,0,0,5
1959,0,106.99,20.72,1,1,77,24,46,46,1200,1,5,2,34,40,0,0,1
1960,0,195.12,25.62,2,1,20,24,7,33,694,1,1,0,13,34,0,-2,0
1961,0,799.99,101.17,1,1,824,7,20,50,874,3,5,2,10,26,0,0,0
1963,0,49.9,11.85,1,1,149,24,11,43,623,5,5,2,7,19,0,0,1
1964,0,153.96,26.74,2,1,640,17,26,26,2532,1,5,2,7,12,0,0,2
1965,0,75.0,16.29,1,1,537,9,9,50,3138,9,2,1,11,26,0,0,2
1966,0,99.9,9.51,1,1,436,24,41,25,912,3,4,2,6,13,0,6,7
1967,0,113.0,33.09,1,1,820,9,26,57,574,4,1,1,13,27,0,2,22
1968,0,49.9,7.78,1,1,54,24,7,57,804,7,4,2,1,9,0,0,5
1970,0,34.0,8.27,1,1,509,18,39,60,606,1,5,2,4,24,1,0,3
1971,0,113.0,13.81,1,1,752,24,12,53,588,1,4,0,31,23,0,-7,-6
1973,0,98.0,14.05,1,1,40,24,10,39,460,3,1,1,11,18,0,0,1
1977,0,699.0,33.68,1,1,716,24,23,52,1382,2,5,2,7,18,0,0,2
1978,0,140.0,15.73,1,1,473,16,57,57,762,3,5,2,13,31,0,0,1
1979,0,89.99,16.39,1,1,16,9,10,59,492,3,5,2,6,29,1,0,2
1981,0,99.99,11.9,1,1,752,24,20,54,1012,1,5,2,7,11,0,0,2
1982,0,135.0,16.16,1,1,261,22,52,53,489,2,3,2,20,24,0,0,14
1983,0,69.9,16.25,1,1,420,21,12,58,689,1,5,2,12,26,0,0,2
1984,0,22.0,11.85,1,1,752,24,36,59,690,1,1,1,12,20,0,0,3
1986,0,49.0,16.79,1,1,310,3,57,61,440,1,5,2,12,28,0,-1,5
1987,0,134.55,12.88,1,2,320,24,12,51,231,1,4,1,7,16,1,0,0
1988,0,119.0,48.63,1,4,71,24,53,30,764,1,1,0,9,29,0,0,5
1989,0,149.0,14.77,1,1,528,24,15,55,651,5,1,1,23,29,0,0,2
1990,0,59.99,12.76,1,1,752,24,12,57,504,1,5,2,5,19,0,0,6
1992,0,49.9,16.79,1,1,404,22,10,27,419,1,1,0,37,22,0,-13,-13
1993,0,49.0,37.97,1,1,745,8,33,58,340,2,1,0,46,24,0,-21,-20
1994,0,29.99,14.1,1,1,302,24,8,50,216,2,3,1,9,32,0,0,1
1995,0,89.99,15.38,1,1,384,16,10,59,492,3,5,2,6,23,0,0,1
1996,0,329.0,22.7,1,1,641,14,10,57,926,1,1,1,20,32,1,-1,0
1997,0,99.5,20.0,5,1,752,24,1,37,27,1,5,2,5,26,0,0,1
1998,0,62.8,17.72,1,1,544,25,42,55,1626,1,4,1,10,28,1,0,3
1999,0,24.62,14.1,1,1,640,17,59,49,398,1,1,0,41,19,0,-21,-19
2000,0,54.9,12.72,1,1,162,24,11,47,74,2,1,1,4,17,0,0,1
2001,0,59.99,20.91,1,1,543,21,45,27,413,2,5,2,18,33,0,0,1
2002,0,16.9,11.85,1,1,740,24,7,58,300,3,1,1,47,18,0,-28,-26
2004,0,158.0,25.95,1,1,222,9,12,56,162,5,5,2,9,24,2,10,13
2005,0,292.5,37.37,1,1,677,3,31,25,648,6,3,1,15,33,0,0,3
2006,0,115.0,27.13,1,1,12,16,7,40,1006,2,5,2,13,26,1,0,1
2007,0,59.99,8.88,1,1,752,24,26,63,1908,5,3,2,13,12,0,0,3
2008,0,56.97,16.16,1,1,845,6,1,52,919,1,5,2,7,21,0,0,3
2010,0,129.99,42.16,1,4,516,21,20,33,897,1,1,0,12,32,0,0,5
2011,0,84.99,16.03,1,1,677,3,52,59,1071,1,5,2,35,22,1,-8,-2
2012,0,89.9,17.88,1,1,106,9,11,59,249,2,1,1,25,30,0,0,1
2014,0,29.0,21.15,1,1,718,23,54,55,167,3,5,2,21,28,0,0,3
2015,0,205.0,22.27,1,1,220,16,12,46,162,5,4,1,3,22,0,0,1
2016,0,20.0,7.78,1,1,410,24,36,52,108,4,5,2,5,18,1,0,1
2018,0,287.8,63.52,2,1,640,17,36,42,503,1,1,0,30,19,1,-8,3
2021,0,75.02,16.29,1,1,57,5,45,57,554,2,4,2,10,23,0,0,1
2022,0,134.9,21.43,1,1,670,24,12,60,744,2,5,2,10,26,0,0,2
2024,0,9.32,15.1,1,1,33,6,5,54,265,1,5,0,17,34,0,13,14
2026,0,99.9,17.95,1,1,82,9,12,55,273,1,4,2,9,23,0,0,1
2027,0,179.99,16.47,1,1,721,17,33,60,486,4,5,2,29,32,0,0,3
2028,0,40.0,15.1,1,1,233,16,26,52,1113,2,5,2,7,22,1,0,1
2029,0,89.9,11.83,1,1,752,24,45,56,701,5,1,0,14,15,0,0,1
2030,0,59.8,16.54,2,1,752,24,26,49,1089,1,5,2,4,12,2,0,3
2031,0,54.9,14.13,1,1,640,17,59,57,377,3,1,0,36,19,0,-14,-13
2032,0,369.9,14.09,1,1,670,24,41,18,758,7,5,2,4,20,0,0,1
2033,0,79.0,9.37,1,1,302,24,10,32,899,1,5,2,4,31,1,0,1
2034,0,339.9,17.13,1,1,440,16,54,46,1326,6,5,2,8,31,0,-1,1
2035,0,39.5,25.38,1,1,654,0,26,59,833,6,5,2,13,34,0,0,1
2036,0,159.99,32.15,1,1,752,24,8,56,621,1,1,0,39,19,0,-18,-16
2037,0,78.9,19.52,1,1,437,6,7,59,1391,3,4,2,9,19,0,0,1
2038,0,154.99,16.52,1,1,677,3,46,63,1173,1,5,2,34,31,0,-1,0
2039,0,42.9,15.11,1,2,57,5,45,50,326,2,5,2,3,23,0,0,2
2040,0,150.0,34.85,1,1,709,8,10,60,2894,1,2,0,40,32,0,-7,0
2041,0,129.99,18.16,1,1,189,21,20,52,797,2,5,2,9,23,0,0,1
2042,0,50.0,30.11,1,2,5,7,27,37,558,1,5,0,19,22,0,0,1
2043,0,209.9,26.31,1,1,622,21,59,60,1206,4,5,2,8,23,0,0,2
2045,0,89.9,17.88,1,1,616,16,45,63,748,6,5,2,12,39,0,0,1
2047,0,128.99,25.21,1,1,595,24,12,50,102,1,5,2,7,19,0,0,1
2049,0,12.67,11.85,1,1,364,24,52,23,2200,1,5,2,9,18,0,0,2
2050,0,369.0,10.78,1,1,832,24,52,37,337,1,5,2,8,14,0,0,1
2053,0,149.9,12.75,1,1,528,24,12,60,269,1,4,2,7,17,0,0,1
2054,0,149.0,13.25,1,1,752,24,11,58,419,5,2,1,6,20,0,0,3
2056,0,59.9,37.97,1,2,31,23,33,56,348,2,5,2,9,33,0,0,3
2057,0,299.0,15.82,1,1,440,16,10,51,625,1,5,2,10,24,0,0,1
2058,0,117.9,19.07,1,1,430,3,39,50,2913,3,4,2,13,32,0,0,1
2059,0,339.0,17.12,1,1,752,24,52,34,315,1,4,2,13,33,0,0,3
2060,0,200.0,26.68,1,1,704,3,37,40,343,1,5,2,7,30,0,0,1
2062,0,108.5,12.26,1,1,225,24,52,39,620,1,3,0,14,25,0,0,1
2063,0,898.0,79.01,1,1,264,4,8,55,2083,3,2,0,10,34,1,0,4
2064,0,41.31,17.63,1,1,264,4,33,57,406,1,5,2,13,34,0,0,1
2066,0,216.0,19.39,1,1,84,22,45,50,676,2,5,2,23,26,0,0,1
2067,0,45.0,25.63,1,1,275,14,57,31,580,2,3,0,10,35,0,0,5
2069,0,150.0,15.8,1,1,500,9,10,60,2894,1,5,2,12,28,0,0,3
2072,0,189.9,22.17,1,1,86,9,12,56,162,5,5,2,8,21,0,0,2
2073,0,66.0,15.21,1,1,640,17,57,57,319,2,5,2,14,27,1,0,2
2074,0,44.99,7.78,1,1,752,24,20,58,537,2,5,2,2,12,0,0,1
2075,0,503.34,47.98,1,1,820,9,10,53,1135,5,3,0,33,21,0,-10,-8
2076,0,144.99,12.22,1,1,752,24,20,54,629,1,5,2,4,14,0,0,1
2077,0,145.8,33.9,2,1,640,17,17,32,1240,1,1,0,25,35,0,0,1
2078,0,19.9,12.48,1,1,816,16,24,52,390,1,5,2,13,20,0,0,2
2079,0,136.5,27.28,1,1,678,24,11,43,467,3,5,2,7,30,0,0,1
2080,0,35.0,14.1,1,1,82,9,11,21,587,2,5,2,10,23,0,0,1
2082,0,364.99,18.8,1,1,743,21,20,54,1659,1,1,1,11,23,0,0,2
2083,0,349.99,13.31,1,1,640,17,11,45,950,3,5,2,2,26,0,0,2
2084,0,240.0,112.43,1,1,677,3,54,59,478,5,3,2,18,26,0,0,1
2085,0,12.9,15.1,1,1,645,17,12,43,93,1,1,0,51,23,0,-27,-20
2086,0,69.9,6.67,1,10,752,24,27,60,833,1,5,2,2,49,0,0,2
2087,0,51.96,50.76,4,1,672,24,45,49,833,1,5,2,6,19,0,0,2
2089,0,112.0,51.91,1,1,802,15,33,33,509,1,5,2,22,29,0,0,1
2090,0,97.75,19.92,1,1,14,11,45,60,281,1,2,0,20,35,0,0,5
2091,0,249.0,15.49,1,1,752,24,57,46,156,1,1,1,16,22,0,0,1
2092,0,95.03,19.91,1,1,70,3,12,53,155,2,1,1,39,26,0,-11,-10
2093,0,158.0,71.74,2,1,169,14,52,52,693,1,1,0,10,44,0,0,1
2095,0,125.02,12.21,1,1,305,24,10,53,1140,3,3,2,7,9,1,0,2
2096,0,149.9,18.93,1,1,57,5,20,26,1105,3,5,2,20,25,0,0,1
2099,0,115.0,21.3,1,1,155,21,26,59,1569,3,3,0,53,26,0,-25,-25
2102,0,199.99,37.06,1,1,82,9,46,49,1400,1,5,2,12,30,0,0,2
2103,0,243.0,20.94,1,1,8,3,8,28,855,2,5,2,16,29,0,0,3
2105,0,69.9,27.03,1,1,641,14,36,60,882,1,3,0,23,27,0,0,3
2106,0,11.99,17.78,1,1,57,5,59,28,465,2,1,0,17,27,4,0,2
2107,0,44.95,11.85,1,1,795,24,11,51,296,2,5,2,3,17,0,0,3
2108,0,36.8,34.15,1,1,137,13,24,51,871,5,5,2,11,26,0,0,1
2109,0,45.95,15.1,1,1,9,9,12,39,161,2,5,2,13,23,0,0,1
2110,0,84.0,13.61,1,1,670,24,12,58,208,1,5,2,9,13,0,0,1
2111,0,39.9,15.1,1,1,752,24,57,37,163,1,2,1,5,24,0,0,4
2112,0,189.0,18.06,1,1,701,24,45,55,1977,3,4,2,12,20,0,0,1
2113,0,19.9,25.63,1,1,641,14,16,56,237,3,4,2,18,34,1,0,1
2114,0,5.9,7.78,1,1,752,24,32,60,981,1,5,2,4,12,0,0,1
2115,0,29.99,15.11,1,1,591,16,33,57,459,2,1,1,12,25,0,0,1
2116,0,289.9,9.79,1,1,752,24,54,42,607,3,5,2,1,11,0,0,1
2117,0,20.9,8.27,1,1,752,24,33,60,624,3,4,2,4,11,0,0,3
2118,0,199.9,24.27,1,1,633,11,7,58,904,1,1,0,35,41,0,0,1
2119,0,49.9,14.1,1,1,542,22,27,50,411,5,5,2,9,33,0,0,1
2120,0,61.0,15.19,1,1,640,17,59,50,336,1,4,2,12,31,0,0,5
2121,0,89.0,34.99,1,1,752,24,33,36,450,1,1,1,3,25,0,0,4
2122,0,66.89,16.23,1,1,752,24,54,53,346,2,4,2,10,21,0,0,4
2124,0,159.9,21.92,1,1,509,18,52,22,438,1,1,1,27,54,0,0,3
2125,0,250.0,18.19,1,1,140,3,27,55,255,1,4,2,36,36,0,0,1
2126,0,47.0,16.11,1,1,755,21,45,39,398,5,5,2,16,25,2,0,1
2127,0,115.0,13.83,1,1,302,24,26,48,3884,1,5,2,15,20,0,0,3
2128,0,29.9,15.98,1,1,752,24,54,58,364,2,1,0,24,20,0,-2,-2
2130,0,205.0,15.04,1,1,752,24,12,56,162,5,1,1,9,15,1,0,1
2131,0,204.9,26.27,1,1,506,9,12,55,291,1,5,2,13,21,1,0,1
2133,0,79.99,18.13,1,1,82,9,52,47,303,1,5,0,15,25,2,0,2
2134,0,235.6,131.82,2,1,651,9,59,58,1137,1,1,0,8,22,0,0,1
2139,0,129.0,15.65,1,1,723,21,47,53,240,1,5,2,13,24,2,0,4
2140,0,56.99,16.16,1,1,843,9,12,49,500,1,3,1,9,20,0,0,1
2141,0,99.9,13.72,1,1,225,24,12,55,329,1,3,1,7,16,0,0,1
2142,0,39.99,15.1,1,1,120,17,36,50,220,1,5,2,9,21,0,0,1
2143,0,194.99,53.72,1,1,461,0,26,46,408,1,5,2,12,45,0,0,1
2144,0,54.99,16.63,1,1,48,21,10,59,492,2,2,1,11,25,0,0,2
2145,0,31.9,11.85,1,1,54,24,36,49,235,2,1,1,24,29,0,0,1
2146,0,69.8,26.46,2,1,640,17,12,55,134,3,5,2,5,15,0,0,1
2147,0,259.9,73.45,1,1,640,17,41,57,674,1,5,2,9,22,0,0,2
2148,0,338.5,79.39,1,1,276,22,12,60,490,4,5,2,13,25,0,-3,-2
2149,0,869.0,26.92,1,1,57,5,26,37,237,1,5,2,12,20,0,0,1
2150,0,41.99,16.11,1,1,500,9,53,39,776,1,2,1,8,20,0,-1,81
2151,0,29.9,8.11,1,1,788,24,10,56,389,1,5,2,8,12,0,0,2
2152,0,640.0,43.47,1,1,249,21,44,43,1424,1,1,0,49,37,0,-11,-10
2153,0,55.0,34.19,1,1,269,18,54,41,1159,4,2,1,22,26,0,0,4
2154,0,49.9,28.75,1,1,80,12,33,57,366,2,5,2,22,36,1,0,2
2155,0,79.0,18.79,1,1,138,24,10,48,594,1,1,1,8,20,0,5,5
2156,0,129.99,13.93,1,1,601,24,20,33,805,2,5,2,6,15,1,0,1
2158,0,56.99,8.72,1,1,630,24,52,54,1536,2,5,2,5,24,0,0,2
2159,0,24.0,11.85,1,1,595,24,20,33,385,2,3,2,6,19,0,0,6
2162,0,34.99,16.6,1,1,512,17,45,63,350,2,5,2,15,33,0,0,1
2163,0,2799.0,28.0,1,1,456,16,26,43,347,1,1,1,12,36,0,0,1
2165,0,339.0,11.19,1,1,752,24,36,53,497,1,4,2,7,12,0,0,2
2166,0,71.28,35.86,2,1,849,6,6,57,1024,1,5,2,16,22,1,0,2
2167,0,135.49,8.69,1,1,788,24,26,59,2808,5,1,1,1,10,0,0,0
2169,0,102.0,14.07,1,1,761,24,45,54,942,4,5,2,8,15,0,0,1
2170,0,97.79,8.43,1,1,138,24,36,45,411,1,4,2,9,16,0,0,1
2171,0,104.0,42.76,1,1,319,8,10,34,905,2,5,2,18,34,0,0,13
2172,0,79.99,15.41,1,1,204,9,41,45,573,1,5,0,8,17,0,0,1
2173,0,129.9,18.16,1,1,849,6,33,54,1736,2,5,2,8,17,0,0,0
2174,0,84.9,13.61,1,1,752,24,28,54,404,4,5,2,14,27,0,0,1
2175,0,1200.0,32.85,1,1,745,8,51,55,3632,4,5,2,18,23,1,0,1
2176,0,35.9,15.23,1,1,640,17,11,44,302,2,1,0,34,30,0,-2,-1
2177,0,55.0,0.01,1,4,711,24,59,54,354,1,1,0,4,25,0,0,2
2178,0,88.0,13.51,1,2,752,24,18,39,506,1,4,2,2,14,1,0,3
2179,0,99.9,16.95,1,1,155,21,45,52,1351,6,1,1,29,28,0,0,2
2180,0,31.9,16.79,1,1,850,3,36,34,1080,2,4,2,16,34,0,0,1
2181,0,130.0,15.66,1,1,190,16,26,60,3825,7,4,2,26,26,1,0,1
2182,0,24.98,30.2,2,1,138,24,33,40,207,4,3,0,13,25,1,0,1
2183,0,149.9,17.3,1,1,220,16,59,40,220,3,5,2,15,21,0,0,1
2184,0,18.9,12.48,1,1,799,24,24,58,118,1,4,2,14,25,3,0,1
2185,0,18.99,14.52,1,1,326,9,57,30,405,3,4,0,12,20,1,0,1
2187,0,31.8,30.2,2,1,738,24,36,20,1031,1,2,0,20,33,0,0,3
2188,0,119.94,57.1,1,1,856,22,46,56,1070,1,4,2,24,40,0,0,1
2189,0,70.9,14.25,1,1,236,17,13,54,1444,1,1,0,15,43,0,0,1
2190,0,49.9,14.1,1,1,57,5,7,57,804,7,3,1,11,25,0,0,3
2192,0,260.0,21.79,1,1,670,24,26,57,2982,1,5,2,13,23,0,0,1
2193,0,31.9,16.79,1,1,342,3,36,34,1078,2,5,2,16,28,1,1,4
2194,0,24.89,15.79,1,1,752,24,24,53,265,2,5,2,13,25,2,0,7
2195,0,28.69,13.71,1,1,371,24,11,43,326,2,5,2,10,16,0,0,3
2201,0,38.97,16.11,1,1,653,17,8,49,138,2,5,2,8,42,0,0,3
2203,0,99.99,16.95,1,1,517,17,20,54,1012,1,5,2,10,28,0,0,2
2204,0,119.8,26.16,2,1,701,24,26,56,574,4,1,0,5,14,1,0,1
2205,0,189.9,21.24,1,1,396,9,45,59,87,2,3,1,12,22,0,0,2
2206,0,56.85,15.15,1,1,458,9,53,55,583,2,5,2,10,22,0,0,34
2207,0,91.8,25.38,2,1,302,24,45,59,473,1,1,1,10,27,0,0,3
2208,0,49.9,15.1,1,1,314,17,11,43,623,5,5,2,10,20,0,0,1
2209,0,159.9,14.51,1,1,595,24,54,58,502,3,4,2,2,15,0,0,2
2210,0,102.0,17.62,1,1,630,24,54,33,1076,3,5,2,13,20,1,-1,1
2212,0,439.0,19.51,1,1,798,9,27,44,371,5,5,2,13,42,0,0,8
2213,0,49.99,8.72,1,1,479,24,26,57,722,4,3,0,2,15,0,0,1
2215,0,29.9,8.11,1,1,752,24,10,56,389,1,5,2,4,21,0,0,1
2216,0,129.99,19.15,1,1,677,3,20,33,897,1,2,1,8,32,0,0,3
2219,0,270.0,10.08,1,1,670,24,7,46,273,1,4,0,11,17,0,0,3
2220,0,12.99,10.37,1,1,784,24,45,39,607,1,4,2,3,11,0,0,1
2223,0,44.99,25.63,1,1,849,6,36,52,644,4,3,0,10,27,1,0,0
2224,0,167.98,30.68,2,1,150,17,12,51,446,1,1,0,13,25,0,-1,5
2225,0,55.0,25.67,1,1,472,24,26,49,1806,4,5,0,15,25,4,0,1
2226,0,592.8,50.86,1,1,752,24,33,60,918,1,5,2,4,20,0,0,1
2227,0,29.9,16.79,1,1,726,9,28,34,240,12,5,2,23,23,0,0,3
2228,0,37.9,15.11,1,1,57,5,52,56,661,2,3,1,11,26,0,0,1
2229,0,68.9,17.73,1,1,57,5,45,40,370,3,5,2,18,22,0,0,1
2230,0,126.99,25.73,1,1,835,9,33,44,586,3,4,2,14,22,0,0,1
2231,0,279.0,11.1,1,2,677,3,20,59,589,1,2,0,15,29,2,0,5
2233,0,49.0,11.85,1,1,88,24,27,59,93,7,3,0,19,19,0,0,4
2234,0,18.0,8.27,1,1,752,24,17,52,303,1,5,2,1,15,0,0,1
2236,0,180.0,15.01,1,1,528,24,10,59,1153,4,4,0,8,22,0,0,2
2237,0,89.9,13.18,1,1,752,24,59,34,545,3,1,1,11,11,0,0,7
2238,0,49.0,17.67,1,1,640,17,33,59,341,2,4,2,19,22,0,-1,2
2239,0,34.99,25.63,1,1,55,25,10,56,575,1,4,2,8,32,0,0,4
2240,0,72.9,18.1,1,3,14,11,45,60,471,1,2,0,20,40,0,0,5
2241,0,241.1,32.5,1,2,419,9,7,52,621,1,1,0,6,23,0,0,1
2242,0,651.55,38.36,1,1,745,8,37,49,966,1,5,2,25,34,0,0,1
2243,0,89.9,25.91,1,1,425,14,13,56,187,1,4,2,13,37,3,0,1
2245,0,19.9,15.61,1,2,640,17,54,58,364,2,5,2,13,23,0,0,3
2247,0,50.99,18.24,1,1,621,7,22,59,190,1,4,2,20,27,0,0,1
2249,0,45.9,42.76,1,1,397,19,45,25,253,3,4,2,11,43,0,0,2
2250,0,79.8,16.54,2,1,640,17,10,38,2233,1,3,2,7,12,0,0,1
2251,0,46.99,12.69,1,1,791,24,45,64,517,2,5,2,6,19,0,0,4
2252,0,119.9,12.54,1,1,220,16,12,49,257,1,4,2,4,11,0,0,1
2253,0,205.0,18.14,1,1,267,24,12,58,162,4,2,1,6,21,0,0,3
2254,0,169.0,13.52,1,1,75,24,54,50,704,1,5,2,8,22,0,-1,0
2256,0,59.98,32.22,2,1,220,16,54,54,395,2,3,0,5,24,1,0,1
2257,0,49.99,16.95,1,2,640,17,17,60,339,1,1,0,31,30,2,0,3
2259,0,58.99,11.73,1,1,528,24,10,59,492,2,4,2,3,13,0,0,1
2260,0,299.99,22.59,1,1,630,24,11,50,753,2,1,0,52,19,0,-32,-32
2261,0,64.9,15.21,1,1,752,24,26,55,1392,1,3,1,5,19,0,0,1
2262,0,99.0,13.71,1,1,325,24,50,59,263,3,5,2,10,23,0,0,1
2264,0,89.99,27.48,1,1,90,20,10,59,492,3,5,2,16,52,1,-1,1
2265,0,89.9,14.38,1,1,512,17,52,30,253,1,5,2,5,18,0,0,1
2266,0,454.0,11.99,1,1,752,24,16,47,1339,2,4,2,13,15,1,2,3
2267,0,50.9,12.7,1,1,302,24,45,60,473,1,3,0,11,27,1,0,2
2268,0,69.9,26.11,1,1,752,24,45,45,67,2,4,2,8,27,0,0,1
2269,0,29.0,7.78,1,1,752,24,54,55,167,3,4,1,6,12,0,0,1
2270,0,21.9,16.11,1,1,619,9,36,35,671,1,5,2,12,21,1,0,8
2271,0,113.8,18.37,1,1,110,17,26,54,1559,1,1,0,16,32,0,0,1
